"NomBan","NomAlb","Descrip","Imagen","TipoAlb","NumAlb","EnLista","Anio","Mes","Dia","NumEscuchasMax","LinkSpotify","LinkAmazon"
"Black Sabbath","Paranoid",NULL,NULL,NULL,NULL,"SI","1970",NULL,NULL,NULL,NULL,NULL
"Black Sabbath","Sabbath Bloody Sabbath",NULL,NULL,NULL,NULL,"SI","1973",NULL,NULL,NULL,NULL,NULL
"Black Sabbath","Vol. 4",NULL,NULL,NULL,NULL,"SI","1972",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","Black Veil Brides",NULL,NULL,NULL,NULL,"SI","2014",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","Rebels EP",NULL,NULL,NULL,NULL,"SI","2011",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","Set the World on Fire",NULL,NULL,NULL,NULL,"SI","2011",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","The Night",NULL,NULL,NULL,NULL,"SI","2019",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","Vale",NULL,NULL,NULL,NULL,"SI","2018",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","We Stitch These Wounds",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Black Veil Brides","Wretched and Divine: The Story of the Wild Ones",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","A Night at the Opera",NULL,NULL,NULL,NULL,"SI","2002",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","At the Edge of Time",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Battalions of Fear",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Follow the Blind",NULL,NULL,NULL,NULL,"SI","1989",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Imaginations from the Other Side",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Nightfall in Middle-Earth",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Somewhere Far Beyond",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Blind Guardian","Tales from the Twilight World",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Blue Cheer","New! Improved!",NULL,NULL,NULL,NULL,"SI","1969",NULL,NULL,NULL,NULL,NULL
"Blue Cheer","Outsideinside",NULL,NULL,NULL,NULL,"SI","1968",NULL,NULL,NULL,NULL,NULL
"Blue Cheer","Vincebus Eruptum",NULL,NULL,NULL,NULL,"SI","1968",NULL,NULL,NULL,NULL,NULL
"Blue Oÿster Cult","Agents of Fortune",NULL,NULL,NULL,NULL,"SI","1976",NULL,NULL,NULL,NULL,NULL
"Blue Oÿster Cult","Blue Öyster Cult",NULL,NULL,NULL,NULL,"SI","1972",NULL,NULL,NULL,NULL,NULL
"Blue Oÿster Cult","Fire of Unknown Origin",NULL,NULL,NULL,NULL,"SI","1981",NULL,NULL,NULL,NULL,NULL
"Blue Oÿster Cult","Secret Treaties",NULL,NULL,NULL,NULL,"SI","1974",NULL,NULL,NULL,NULL,NULL
"Blue Oÿster Cult","Spectres",NULL,NULL,NULL,NULL,"SI","1977",NULL,NULL,NULL,NULL,NULL
"Body Count","Bloodlust",NULL,NULL,NULL,NULL,"SI","2017",NULL,NULL,NULL,NULL,NULL
"Body Count","Body Count",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Body Count","Manslaughter",NULL,NULL,NULL,NULL,"SI","2014",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Bon Jovi",NULL,NULL,NULL,NULL,"SI","1984",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Cross Road",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Crush",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Have a Nice Day",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Keep the Faith",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","New Jersey",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Bon Jovi","Slippery when Wet",NULL,NULL,NULL,NULL,"SI","1986",NULL,NULL,NULL,NULL,NULL
"Breaking Benjamin","Blow Me Away EP",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Breaking Benjamin","Dark Before Dawn",NULL,NULL,NULL,NULL,"SI","2015",NULL,NULL,NULL,NULL,NULL
"Breaking Benjamin","Dear Agony",NULL,NULL,NULL,NULL,"SI","2009",NULL,NULL,NULL,NULL,NULL
"Breaking Benjamin","Phobia",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Breaking Benjamin","We Are Not Alone",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","Amo",NULL,NULL,NULL,NULL,"SI","2019",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","Count Your Blessings",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","Sempiternal",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","Suicide Season",NULL,NULL,NULL,NULL,"SI","2008",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","That's the Spirit",NULL,NULL,NULL,NULL,"SI","2015",NULL,NULL,NULL,NULL,NULL
"Bring Me the Horizon","There Is a Hell Believe Me I've Seen It. There Is a Heaven Let's Keep It a Secret",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Bruce Dickinson","Accident of Birth",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Bruce Dickinson","Balls to Picasso",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Bruce Dickinson","Tattooed Millionaire",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Bruce Dickinson","The Chemical Wedding",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Bruce Dickinson","Tyranny of Souls",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Budgie","Bandolier",NULL,NULL,NULL,NULL,"SI","1975",NULL,NULL,NULL,NULL,NULL
"Budgie","Budgie",NULL,NULL,NULL,NULL,"SI","1971",NULL,NULL,NULL,NULL,NULL
"Budgie","Deliver Us from Evil",NULL,NULL,NULL,NULL,"SI","1982",NULL,NULL,NULL,NULL,NULL
"Budgie","Impeckable",NULL,NULL,NULL,NULL,"SI","1978",NULL,NULL,NULL,NULL,NULL
"Budgie","In for the Kill!",NULL,NULL,NULL,NULL,"SI","1974",NULL,NULL,NULL,NULL,NULL
"Budgie","Never Turn Your Back on a Friend",NULL,NULL,NULL,NULL,"SI","1973",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","Fever",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","Gravity",NULL,NULL,NULL,NULL,"SI","2018",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","Hand of Blood EP",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","Scream Aim Fire",NULL,NULL,NULL,NULL,"SI","2008",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","The Poison",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Bullet for My Valentine","Venom",NULL,NULL,NULL,NULL,"SI","2015",NULL,NULL,NULL,NULL,NULL
"Burzum","Burzum",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Burzum","Det som engang var",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Burzum","Filosofem",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Burzum","Hvis lyset tar oss",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Candlemass","Ancient Dreams",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Candlemass","Epicus Doomicus Metallicus",NULL,NULL,NULL,NULL,"SI","1986",NULL,NULL,NULL,NULL,NULL
"Candlemass","Nightfall",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Candlemass","Tales of Creation",NULL,NULL,NULL,NULL,"SI","1989",NULL,NULL,NULL,NULL,NULL
"Candlemass","The Door to Doom",NULL,NULL,NULL,NULL,"SI","2019",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Butchered at Birth",NULL,NULL,NULL,NULL,"SI","1991",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Cannibal Corpse",NULL,NULL,NULL,NULL,"SI","1989",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Evisceration Plague",NULL,NULL,NULL,NULL,"SI","2009",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Gallery of Suicide",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Kill",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Red Before Black",NULL,NULL,NULL,NULL,"SI","2017",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","The Bleeding",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Tomb of the Mutilated",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Cannibal Corpse","Torture",NULL,NULL,NULL,NULL,"SI","2012",NULL,NULL,NULL,NULL,NULL
"Carcass","Heartwork",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Carcass","Necroticism – Descanting the Insalubrious",NULL,NULL,NULL,NULL,"SI","1991",NULL,NULL,NULL,NULL,NULL
"Carcass","Reek of Putrefaction",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Carcass","Surgical Steel",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Carcass","Symphonies of Sickness",NULL,NULL,NULL,NULL,"SI","1989",NULL,NULL,NULL,NULL,NULL
"Celtic Frost","Into the Pandemonium",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Celtic Frost","Monotheist",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Celtic Frost","Morbid Tales",NULL,NULL,NULL,NULL,"SI","1984",NULL,NULL,NULL,NULL,NULL
"Celtic Frost","To Mega Therion",NULL,NULL,NULL,NULL,"SI","1985",NULL,NULL,NULL,NULL,NULL
"Children of Bodom","Are You Dead Yet?",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Children of Bodom","Follow the Reaper",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Children of Bodom","Hate Crew Deathroll",NULL,NULL,NULL,NULL,"SI","2003",NULL,NULL,NULL,NULL,NULL
"Children of Bodom","Hatebreeder",NULL,NULL,NULL,NULL,"SI","1999",NULL,NULL,NULL,NULL,NULL
"Children of Bodom","Something Wild",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Cinderella","Heartbreak Station",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Cinderella","Long Cold Winter",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Cinderella","Night Songs",NULL,NULL,NULL,NULL,"SI","1986",NULL,NULL,NULL,NULL,NULL
"Coal Chamber","Chamber Music",NULL,NULL,NULL,NULL,"SI","1999",NULL,NULL,NULL,NULL,NULL
"Coal Chamber","Coal Chamber",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Coal Chamber","Dark Days",NULL,NULL,NULL,NULL,"SI","2002",NULL,NULL,NULL,NULL,NULL
"Converge","All We Love We Leave Behind",NULL,NULL,NULL,NULL,"SI","2012",NULL,NULL,NULL,NULL,NULL
"Converge","Axe to Fall",NULL,NULL,NULL,NULL,"SI","2009",NULL,NULL,NULL,NULL,NULL
"Converge","Deeper the Wound",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Converge","Jane Doe",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Converge","No Heroes",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Converge","Petitioning the Empty Sky",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Converge","The Dusk in Us",NULL,NULL,NULL,NULL,"SI","2017",NULL,NULL,NULL,NULL,NULL
"Converge","You Fail Me",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Bitter Suites to Succubi EP",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Cruelty and the Beast",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Darkly, Darkly, Venus Aversa",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Dusk... and Her Embrace",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","From the Cradle to Enslave EP",NULL,NULL,NULL,NULL,"SI","1999",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Godspeed on the Devil's Thunder",NULL,NULL,NULL,NULL,"SI","2008",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Midian",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Nymphetamine",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","The Principle of Evil Made Flesh",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","Thornography",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Cradle of Filth","V Empire or Dark Faerytales in Phallustein EP",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Crimson Glory","Crimson Glory",NULL,NULL,NULL,NULL,"SI","1986",NULL,NULL,NULL,NULL,NULL
"Crimson Glory","Strange and Beautiful",NULL,NULL,NULL,NULL,"SI","1991",NULL,NULL,NULL,NULL,NULL
"Crimson Glory","Transcendence",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Cruachan","Blood for the Blood God",NULL,NULL,NULL,NULL,"SI","2014",NULL,NULL,NULL,NULL,NULL
"Cruachan","Blood on the Black Robe",NULL,NULL,NULL,NULL,"SI","2011",NULL,NULL,NULL,NULL,NULL
"Cruachan","Folk-Lore",NULL,NULL,NULL,NULL,"SI","2002",NULL,NULL,NULL,NULL,NULL
"Cruachan","Pagan",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Cruachan","The Middle Kingdom",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Cruachan","Tuatha na Gael",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Cynic","Focus",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Cynic","Traced in Air",NULL,NULL,NULL,NULL,"SI","2008",NULL,NULL,NULL,NULL,NULL
"Danzig","Danzig",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Danzig","Danzig II: Lucifuge",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Danzig","Danzig III: How the Gods Kill",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","Angelus Exuro Pro Eternus",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","Attera Totus Sanctus",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","Diabolis Interium",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","In the Sign...",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","The Secrets of the Black Arts",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","Vobiscum Satanas",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Dark Funeral","Where Shadows Forever Reign",NULL,NULL,NULL,NULL,"SI","2016",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Atoma",NULL,NULL,NULL,NULL,"SI","2016",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Character",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Damage Done",NULL,NULL,NULL,NULL,"SI","2002",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Fiction",NULL,NULL,NULL,NULL,"SI","2007",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Haven",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Lost to Apathy",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Moment",NULL,NULL,NULL,NULL,"SI","2020",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Projector",NULL,NULL,NULL,NULL,"SI","1999",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","Skydancer",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","The Gallery",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Dark Tranquility","The Mind's I",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Darkthrone","A Blaze in the Northern Sky",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Darkthrone","Old Star",NULL,NULL,NULL,NULL,"SI","2019",NULL,NULL,NULL,NULL,NULL
"Darkthrone","Panzerfaust",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Darkthrone","Soulside Journey",NULL,NULL,NULL,NULL,"SI","1991",NULL,NULL,NULL,NULL,NULL
"Darkthrone","Transilvanian Hunger",NULL,NULL,NULL,NULL,"SI","1994",NULL,NULL,NULL,NULL,NULL
"Darkthrone","Under a Funeral Moon",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Deafheaven","New Bermuda",NULL,NULL,NULL,NULL,"SI","2015",NULL,NULL,NULL,NULL,NULL
"Deafheaven","Ordinary Corrupt Human Love",NULL,NULL,NULL,NULL,"SI","2018",NULL,NULL,NULL,NULL,NULL
"Deafheaven","Roads to Judah",NULL,NULL,NULL,NULL,"SI","2011",NULL,NULL,NULL,NULL,NULL
"Deafheaven","Sunbather",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Death","Human",NULL,NULL,NULL,NULL,"SI","1991",NULL,NULL,NULL,NULL,NULL
"Death","Individual Thought Patterns",NULL,NULL,NULL,NULL,"SI","1993",NULL,NULL,NULL,NULL,NULL
"Death","Leprosy",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Death","Scream Bloody Gore",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Death","Spiritual Healing",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Death","Symbolic",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Death","The Sound of Perseverance",NULL,NULL,NULL,NULL,"SI","1998",NULL,NULL,NULL,NULL,NULL
"Death Angel","Act III",NULL,NULL,NULL,NULL,"SI","1989",NULL,NULL,NULL,NULL,NULL
"Death Angel","Frolic Through the Park",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Death Angel","The Art of Dying",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Death Angel","The Evil Divide",NULL,NULL,NULL,NULL,"SI","2016",NULL,NULL,NULL,NULL,NULL
"Death Angel","The Ultra-Violence",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Burn",NULL,NULL,NULL,NULL,"SI","1974",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Deep Purple in Rock",NULL,NULL,NULL,NULL,"SI","1970",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Machine Head",NULL,NULL,NULL,NULL,"SI","1972",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Perfect Strangers",NULL,NULL,NULL,NULL,"SI","1984",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Shades of Deep Purple",NULL,NULL,NULL,NULL,"SI","1968",NULL,NULL,NULL,NULL,NULL
"Deep Purple","Stormbringer",NULL,NULL,NULL,NULL,"SI","1974",NULL,NULL,NULL,NULL,NULL
"Def Leppard","High 'N' Dry",NULL,NULL,NULL,NULL,"SI","1981",NULL,NULL,NULL,NULL,NULL
"Def Leppard","Hysteria",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Def Leppard","On Through the Night",NULL,NULL,NULL,NULL,"SI","1980",NULL,NULL,NULL,NULL,NULL
"Def Leppard","Pyromania",NULL,NULL,NULL,NULL,"SI","1983",NULL,NULL,NULL,NULL,NULL
"Deftones","Adrenaline",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Deftones","Around the Fur",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Deftones","Back to School - Mini Maggit",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Deftones","Deftones",NULL,NULL,NULL,NULL,"SI","2003",NULL,NULL,NULL,NULL,NULL
"Deftones","Diamond Eyes",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Deftones","White Pony",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Deicide","Deicide",NULL,NULL,NULL,NULL,"SI","1990",NULL,NULL,NULL,NULL,NULL
"Deicide","In the Minds of Evil",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Deicide","Legion",NULL,NULL,NULL,NULL,"SI","1992",NULL,NULL,NULL,NULL,NULL
"Deicide","Once Upon the Cross",NULL,NULL,NULL,NULL,"SI","1995",NULL,NULL,NULL,NULL,NULL
"Deicide","Scars of the Crucifix",NULL,NULL,NULL,NULL,"SI","2004",NULL,NULL,NULL,NULL,NULL
"Deicide","Serpents of the Light",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Deicide","The Stench of Redemption",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Delain","April Rain",NULL,NULL,NULL,NULL,"SI","2009",NULL,NULL,NULL,NULL,NULL
"Delain","Hunter's Moon EP",NULL,NULL,NULL,NULL,"SI","2019",NULL,NULL,NULL,NULL,NULL
"Delain","Lucidity",NULL,NULL,NULL,NULL,"SI","2006",NULL,NULL,NULL,NULL,NULL
"Delain","Moonbathers",NULL,NULL,NULL,NULL,"SI","2016",NULL,NULL,NULL,NULL,NULL
"Delain","The Human Contradiction",NULL,NULL,NULL,NULL,"SI","2014",NULL,NULL,NULL,NULL,NULL
"Delain","We Are the Others",NULL,NULL,NULL,NULL,"SI","2012",NULL,NULL,NULL,NULL,NULL
"Demons & Wizards","Demons & Wizards",NULL,NULL,NULL,NULL,"SI","2000",NULL,NULL,NULL,NULL,NULL
"Demons & Wizards","Touched by the Crimson King",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"Destruction","Eternal Devastation",NULL,NULL,NULL,NULL,"SI","1986",NULL,NULL,NULL,NULL,NULL
"Destruction","Infernal Overkill",NULL,NULL,NULL,NULL,"SI","1985",NULL,NULL,NULL,NULL,NULL
"Destruction","Release from Agony",NULL,NULL,NULL,NULL,"SI","1988",NULL,NULL,NULL,NULL,NULL
"Destruction","Sentence of Death",NULL,NULL,NULL,NULL,"SI","1984",NULL,NULL,NULL,NULL,NULL
"Destruction","The Antichrist",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"DevilDriver","Beast",NULL,NULL,NULL,NULL,"SI","2011",NULL,NULL,NULL,NULL,NULL
"DevilDriver","DevilDriver",NULL,NULL,NULL,NULL,"SI","2003",NULL,NULL,NULL,NULL,NULL
"DevilDriver","Pray for Villains",NULL,NULL,NULL,NULL,"SI","2009",NULL,NULL,NULL,NULL,NULL
"DevilDriver","The Fury of Our Maker's Hand",NULL,NULL,NULL,NULL,"SI","2005",NULL,NULL,NULL,NULL,NULL
"DevilDriver","The Last Kind Words",NULL,NULL,NULL,NULL,"SI","2007",NULL,NULL,NULL,NULL,NULL
"DevilDriver","Trust No One",NULL,NULL,NULL,NULL,"SI","2016",NULL,NULL,NULL,NULL,NULL
"DevilDriver","Winter Kills",NULL,NULL,NULL,NULL,"SI","2013",NULL,NULL,NULL,NULL,NULL
"Diamond Head","Borrowed Time",NULL,NULL,NULL,NULL,"SI","1982",NULL,NULL,NULL,NULL,NULL
"Diamond Head","Lightning to the Nations",NULL,NULL,NULL,NULL,"SI","1980",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Abrahadabra",NULL,NULL,NULL,NULL,"SI","2010",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Death Cult Armageddon",NULL,NULL,NULL,NULL,"SI","2003",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Enthrone Darkness Triumphant",NULL,NULL,NULL,NULL,"SI","1997",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Eonian",NULL,NULL,NULL,NULL,"SI","2018",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","In Sorte Diaboli",NULL,NULL,NULL,NULL,"SI","2007",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Puritanical Euphoric Misanthropia",NULL,NULL,NULL,NULL,"SI","2001",NULL,NULL,NULL,NULL,NULL
"Dimmu Borgir","Stormblåst",NULL,NULL,NULL,NULL,"SI","1996",NULL,NULL,NULL,NULL,NULL
"Dio","Dream Evil",NULL,NULL,NULL,NULL,"SI","1987",NULL,NULL,NULL,NULL,NULL
"Dio","Holy Diver",NULL,NULL,NULL,NULL,"SI","1983",NULL,NULL,NULL,NULL,NULL
"Dio","Sacred Heart",NULL,NULL,NULL,NULL,"SI","1985",NULL,NULL,NULL,NULL,NULL
"Dio","The Last in Line",NULL,NULL,NULL,NULL,"SI","1984",NULL,NULL,NULL,NULL,NULL
